IssuerName,SecurityId
Blue Chip Tex Industries Ltd.,BLUECHIPT.NS
Jagatjit Industries Ltd.,JAGAJITIND.NS
Kesar Enterprises Ltd.,KESARENT.NS
Tilaknagar Industries Ltd,TI.NS
Emerald Leisures Limited,EMERALL.NS
The Ravalgaon Sugar Farm Limited,RAVALSUGAR.NS
Sakthi Sugars Ltd.,SAKHTISUG.NS
Walchandnagar Industries Ltd,WALCHANNAG.NS
IFB Agro Industries Ltd,IFBAGRO.NS
Kothari Fermanatation & Biochem Ltd,KFBL.NS
Caprolactam Chemicals ltd.,CAPRO.NS
G.M. Breweries Ltd.,GMBREW.NS
Rana Sugars Ltd.,RANASUG.NS
Piccadily Sugar & Allied Ltd.,PICCASUG.NS
Som Distilleries & Breweries Ltd.,SDBL.NS
C.J. Gelatine Products Ltd.,CJGEL.NS
Associated Alcohols & Breweries Ltd,ASALCBR.NS
THAKKERS GROUP LIMITED,THAKKERS.NS
Coromandel Agro Products & Oils Ltd,CORAGRO.NS
Foods & Inns Ltd.,FOODSIN.NS
IVP Ltd.,IVP.NS
KOVILPATTI LAKSHMI ROLLER FLOUR MILLS LTD,KLRFM.NS
Olympic Oil Industries Ltd.,OLYOI.NS
Milkfood Ltd.,MLKFOOD.NS
Polson Ltd.,POLSON.NS
SIGNATURE GREEN CORPORATION LIMITED,SIGNGCL.NS
Wipro Ltd.,WIPRO.NS
Orient Beverages Ltd.,ORIBEVER.NS
Dhanuka Agritech Ltd.,DHANUKA.NS
TTK Healthcare Ltd.,TTKHLTCARE.NS
TGV SRAAC LIMITED,TGVSL.NS
Lime Chemicals Ltd.,LIMECHM.NS
Kanpur Plastipack Limited,KANPRPLA.NS
Tainwala Chemicals & Plastics Ltd,TAINWALCHM.NS
Jagsonpal Pharmaceuticals Limited,JAGSNPHARM.NS
Khaitan Chemicals & Fertilizers Ltd,KHAICHEM.NS
United Leasing & Industries Ltd,UNTTEMI.NS
National Oxygen Ltd.,NOL.NS
Gillette India Ltd.,GILLETTE.NS
Wires & Fabriks (SA) Ltd.,WIREFABR.NS
ANSAL HOUSING LIMITED,ANSALHSG.NS
Computer Point Ltd.,COMPUPN.NS
Mac Charles (India) Ltd.,MCCHRLS-B.NS
Addi Industries Ltd.,ADDIND.NS
Pioneer Investcorp Ltd,PIONRINV.NS
Ashnoor Textiles Mills Ltd.,ASHNOOR.NS
Unitech Ltd.,UNITECH.NS
V.I.P. Industries Ltd.,VIPIND.NS
FIBERWEB (INDIA) LTD.,FIBERWEB.NS
LKP Finance Limited,LKPFIN.NS
East Buildtech Limited,EASTBUILD.NS
Manipal Finance Corporation Ltd.,MNPLFIN.NS
Bajaj Steel Industries Ltd.,BAJAJST.NS
Kiduja India Ltd,KIDUJA.NS
Key Corp Ltd,KEYCORP.NS
Shikhar Leasing and Trading Ltd.,SHIKHARLETR.NS
Gujarat Hotels Ltd.,GUJHOTE.NS
FYNX CAPITAL LIMITED,FYNX.NS
Ras Resorts & Apart Hotels Ltd.,RASRESOR.NS
Jolly Plastic Industries Ltd.,JOLYPLS.NS
Paramount Cosmetics (India) Ltd,PARMCOS-B.NS
Jindal Hotels Ltd.,JINDHOT.NS
SER Industries Ltd,SERIND.NS
Jupiter Industries & Leasing Ltd.,JPTRLES.NS
Simmonds-Marshall Ltd,SIMMOND.NS
B & A Ltd.,BNALTD.NS
Hawkins Cooker Ltd.,HAWKINCOOK.NS
Warren Tea Ltd.,WARRENTEA.NS
Cochin Malabar Estates & Indus. Ltd,COCHMAL.NS
Best Eastern Hotels Limited,BESTEAST.NS
Neelamalai Agro Industries Ltd.,NEAGI.NS
IST Limited,ISTLTD.NS
Cosmo First Limited,COSMOFIRST.NS
New Markets Advisory Ltd,NEWMKTADV.NS
Apollo Hospitals Enterprises Ltd.,APOLLOHOSP.NS
Nitin Castings Limited,NITINCAST.NS
NEXOME CAPITAL MARKETS LIMITED,NEXOME.NS
Everest Industries Ltd.,EVERESTIND.NS
IRONWOOD EDUCATION LIMITED,IRONWOOD.NS
MSR India Limited,MSRINDIA.NS
AVISHKAR INFRA REALTY LIMITED,AIRLTD.NS
AYM Syntex Limited,AYMSYNTEX.NS
Panasonic Carbon India Co.Ltd,PANCARBON.NS
Finkurve Financial Services Limited,FINKURVE.NS
HB Leasing & Finance Co. Ltd.,HBLEAS.NS
Shricon Industries Ltd.,SHRICON.NS
TRUSTWAVE SECURITIES LIMITED,TRUSTWAVE.NS
Sulabh Engineers & Services Limited,SULABEN.NS
Frontier Capital Limited,FRONTCAP.NS
Navneet Education Limited,NAVNETEDUL.NS
Kedia Construction Co. Ltd.,KEDIACN.NS
Transoceanic Properties Ltd.,TRANOCE.NS
AuSom Enterprise Limited,AUSOMENT.NS
Thakral Services (India) Limited,THAKRAL.NS
Ruchi Infrastructure Ltd,RUCHINFRA.NS
Golden Legand Leasing & Finance Ltd,GOLDLEG.NS
VJTF Eduservices Limited,VJTFEDU.NS
Voltaire Leasing & Finance Ltd.,VOLLF.NS
Netlink Solutions (India) Ltd.,NETLINK.NS
TRILIANCE POLYMERS LIMITED,TRILIANCE.NS
Lancor Holdings Ltd.,LANCORHOL.NS
Indian Infotech And Software Ltd.,INDINFO.NS
Banas Finance Limited,BANASFN.NS
Visaka Industries Ltd.,VISAKAIND.NS
Hathway Bhawani Cabletel & Datacom,HATHWAYB.NS
Gufic BioSciences Ltd.,GUFICBIO.NS
Photon Capital Advisors Ltd,PHOTON.NS
GRP Limited,GRPLTD.NS
Indag Rubber Ltd.,INDAG.NS
M.M. Rubber Company Ltd.,MMRUBBR-B.NS
PTL Enterprises Ltd,PTL.NS
TVS Srichakra Ltd.,TVSSRICHAK.NS
Sanathnagar Enterprises Limited,SEL.NS
Benares Hotels Ltd,BENARAS.NS
Bhagwati Oxygen Ltd.,BHAGWOX.NS
BOMBAY OXYGEN INVESTMENTS LIMITED,BOMOXY-B1.NS
Cravatex Ltd.,CRAVATEX.NS
Berger Paints India Ltd,BERGEPAINT.NS
Caprihans India Ltd.,CAPRIHANS.NS
Graphite India Ltd.,GRAPHITE.NS
ITD Cementation India Ltd,ITDCEM.NS
Empire Industries Ltd.,EMPIND.NS
Graviss Hospitality Ltd,GRAVISSHO.NS
GARWARE TECHNICAL FIBRES LIMITED,GARFIBRES.NS
Garware Marine Industries Ltd.,GARWAMAR.NS
Goa Carbon Ltd.,GOACARBON.NS
Hardcastle & Waud Mfg. Co. Ltd.,HARDCAS.NS
HEG Ltd.,HEG.NS
Hindustan Composites Ltd,HINDCOMPOS.NS
Hindustan Housing Co. Ltd.,ZHINDHSG.NS
BIRLANU LIMITED,BIRLANU.NS
Indian Card Clothing Ltd,INDIANCARD.NS
International Conveyors Ltd.,INTLCONV.NS
Jay Shree Tea & Industries Ltd.,JAYSREETEA.NS
Kothari Industrial Corpn. Ltd.,KOTIC.NS
Modern Shares and Stockbrokers Ltd.,MODRNSH.NS
Oseaspre Consultants Ltd.,OSEASPR.NS
HUHTAMAKI INDIA LIMITED,HUHTAMAKI.NS
Premier Synthetics Ltd.,PREMSYN.NS
R.J. Shah & Co. Ltd.,RJSHAH.NS
Shah Construction Co. Ltd.,SHAHCON.NS
Shalimar Paints Ltd.,SHALPAINTS.NS
Hindoostan Mills Ltd.,HINDMILL.NS
Southern Gas Ltd.,ZSOUTGAS.NS
Technojet Consultants Ltd.,TECHCON.NS
Supreme Industries Ltd.,SUPREMEIND.NS
Thacker & Co. Ltd.,THACKER.NS
U.P. Hotels Ltd.,UPHOT.NS
VST Industries Ltd.,VSTIND.NS
Swasti Vinayaka Synthetics Ltd.,SWASTIVI.NS
Madhusudan Securities Ltd,MADHUSE.NS
Yamini Investments Company Limited,YAMNINV.NS
MILGREY FINANCE & INVESTMENT LTD,ZMILGFIN.NS
Jindal Drilling & Industries Ltd.,JINDRILL.NS
Kusam Electrical Industies Ltd.,KUSUMEL.NS
Jumbo Finance Ltd.,JUMBFNL.NS
Sakthi Finance Ltd.,SAKTHIFIN.NS
EASY FINCORP LIMITED,EASYFIN.NS
AEROFLEX ENTERPRISES LIMITED,AEROENTER.NS
JMD Ventures Limited,JMDVL.NS
Tivoli Construction Ltd.,TVOLCON.NS
Shiva Texyarn Ltd.,SHIVATEX.NS
V.B.Desai Financial Services Ltd,VBDESAI.NS
Quadrant Televentures Limited,QUADRANT.NS
First Custodian Fund (India) Ltd.,1STCUS.NS
Kamanwala Housing Construction Ltd,KAMANWALA.NS
WSFX Global Pay Limited,WSFX.NS
Anjani Foods Limited,ANJANIFOODS.NS
RKD AGRI & RETAIL LIMITED,RKDAGRRTL.NS
Parshwanath Corporation Limited,PARSHWANA.NS
RAJVI LOGITRADE LIMITED,RAJVI.NS
Millennium Online Solutions (India) Ltd,MILLENNIUM.NS
ICDS Ltd.,ICDSLTD.NS
Can Fin Homes Ltd.,CANFINHOME.NS
Munoth Capital Market Ltd,MUNCAPM.NS
IL & FS Investment Managers Ltd.,IVC.NS
Shriram Finance Limited,SHRIRAMFIN.NS
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN.NS
BOMBAY TALKIES LIMITED,BOMTALKIES.NS
Sagar Systech Ltd.,SAGARSYST.NS
ICONIK SPORTS AND EVENTS LIMITED,ICONIKSPEV.NS
VLS Finance Limited,VLSFINANCE.NS
India Cements Capital Limited,INDCEMCAP.NS
AD-Manum Finance Ltd,ADMANUM.NS
Mehta Integrated Finance Ltd.,MEHIF.NS
Inter Globe Finance Ltd.,INTRGLB.NS
MUNOTH COMMUNICATION LIMITED,MCLTD.NS
SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,SHRISTI.NS
CREST VENTURES LIMITED,CREST.NS
Vakrangee Limited,VAKRANGEE.NS
Gujarat Credit Corporation Ltd.,GUJCRED.NS
Sylph Technologies Ltd,SYLPH.NS
Dharani Finance Ltd.,DHARFIN.NS
Alexander Stamps And Coin Limited,ALEXANDER.NS
Indbank Merchant Banking Services L,INDBANK.NS
SHRYDUS INDUSTRIES LIMITED,SHRYDUS.NS
BHARAT BHUSHAN FINANCE & COMMODITY BROKERS LIMITED,BHARAT.NS
Capital Trust Ltd.,CAPTRUST.NS
Ushakiran Finance Ltd.,USHAKIRA.NS
Vivo Bio tech Ltd.,VIVOBIOT.NS
Veerhealth Care Limited,VEERHEALTH.NS
Pan India Corporation Ltd,PANINDIAC.NS
Sahara HousingFina Corporation Ltd.,SAHARAHOUS.NS
NDA Securities ltd.,NDASEC.NS
GSB Finance Ltd.,GSBFIN.NS
Morarka Finance Ltd.,MORARKFI.NS
Monarch Networth Capital Limited,MONARCH.NS
Pro Fin Capital Services Ltd,PROFINC.NS
Times Guaranty Ltd.,TIMESGTY.NS
Sanchay Finvest Ltd,SANCF.NS
Som Datt Finance Corporation Ltd.,SODFC.NS
Savani Financials Ltd.,SAVFI.NS
BEFOUND MOVEMENT LIMITED,BEFOUNDMOL.NS
Avonmore Capital & Management Services Limited,AVONMORE.NS
Libord Finance Limited,LIBORDFIN.NS
Yash Management & Satellite Ltd.,YASHMGM.NS
Arihant Capital Markets Ltd.,ARIHANTCAP.NS
ISL Consulting Ltd,ISLCONSUL.NS
DCM Financial Services Ltd.,DCMFINSERV.NS
R.R.Financial Consultants Ltd.,RRFIN.NS
FEDDERS HOLDING LIMITED,FEDDERSHOL.NS
Sambhaav Media Ltd.,SAMBHAAV.NS
Dugar Housing Developments Limited,DUGARHOU.NS
DJS Stock & Shares Ltd.,DJSSS.NS
Omega Interactive Technologies Ltd.,OMEGAIN.NS
Sugal & Damani Share Brokers Ltd.,SUGALDAM.NS
Nettlinx Ltd.,NETTLINX.NS
BGIL Films & Technologies Ltd,BGIL.NS
Scan Steels Limited,SCANSTL.NS
GIC Housing Finance Ltd.,GICHSGFIN.NS
Mathew Easow Research Securities Lt,MATHEWE.NS
Ajcon Global Services Ltd.,AJCON.NS
Chartered Capital & Investment Ltd.,CHRTEDCA.NS
Standard Capital Markets Ltd.,STANCAP.NS
YOGI LIMITED,YOGI.NS
Cubical Financial Services Ltd.,CUBIFIN.NS
Relic Technologies Ltd.,RELICTEC.NS
Nimbus Projects Limited,NIMBSPROJ.NS
Invigorated Business Consulting Limited,INVIGO.NS
BAID FINSERV LIMITED,BAIDFIN.NS
Vipul Limited,VIPULLTD.NS
K.Z.Leasing & Finance Ltd.,KZLFIN.NS
Pasupati Fincap Ltd.,PASUFIN.NS
Mehta Securities Ltd.,MEHSECU.NS
RUPAREL FOOD PRODUCTS LIMITED,RFL.NS
UGRO CAPITAL LIMITED,UGROCAP.NS
Shalibhadra Finance Ltd.,SAHLIBHFI.NS
Abirami Financial Services (India),ABIRAFN.NS
Mansi Finance (Chennai) Ltd,MANSIFIN.NS
Aastamangalam Finance Limited,AASTAFIN.NS
Muthoot Capital Services Ltd.,MUTHOOTCAP.NS
Master Trust Ltd.,MASTERTR.NS
Nilkanth Engineering Ltd.,ZNILKENG.NS
EFC (I) LIMITED,EFCIL.NS
Sobhagya Merchantile Ltd.,SOBME.NS
CNI Research Ltd,CNIRESLTD.NS
Saraswati Commercial (India) Ltd.,ZSARACOM.NS
Winro Commercial (India) Ltd.,WINROC.NS
BANGANGA PAPER INDUSTRIES LIMITED,BANGANGA.NS
VEGA JEWELLERS LIMITED,VEGA.NS
Kapil Cotex Ltd.,KAPILCO.NS
TCC CONCEPT LIMITED,TCC.NS
Royal India Corporation Limited,ROYALIND.NS
DHANSAFAL FINSERVE LIMITED,DHANSAFAL.NS
Ventura Guaranty Ltd.,SHYAM.NS
Sanmitra Commercial Ltd.,ZSANMCOM.NS
WARDWIZARD HEALTHCARE LIMITED,WARDHEALTH.NS
VISHVPRABHA VENTURES LIMITED,VISVEN.NS
Mrugesh Trading Ltd.,MRUTR.NS
Deccan Gold Mines Ltd.,DECNGOLD.NS
UPL Limited,UPL.NS
Nibe Ordnance and Maritime Limited,NIBEORD.NS
Cranes Software International Ltd.,CRANESSOFT.NS
Saianand Commercial Limited,SAICOM.NS
EYANTRA VENTURES LIMITED,EY.NS
Triochem Products Ltd.,TRIPR.NS
Nidhi Granites Limited,NIDHGRN.NS
Rose Merc.Limited,ROSEMER.NS
Twin Roses Trades & Agencies Ltd.,TWIROST.NS
Signet Industries Limited,SIGIND.NS
Kajal Synthetics and Silk Mills Ltd,KAJALSY.NS
Avance Technologies Ltd.,AVANCE.NS
M LAKHAMSI INDUSTRIES LIMITED,MLINDLTD.NS
Terraform Realstate Limited,TERRAREAL.NS
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD.NS
ABans Enterprises Limited,ABANSENT.NS
Vama Industries Limited,VAMA.NS
Sunteck Realty Ltd,SUNTECK.NS
Bentley Commercial Enterprises Ltd.,BENTCOM.NS
Silver oak Commercial Ltd.,SILVERO.NS
Classic Electricals Ltd.,CLASELE.NS
Prism Medico and Pharmacy Ltd.,PRISMMEDI.NS
SPV GLOBAL TRADING LIMITED,SPVGLOBAL.NS
Veritas (India) Limited,VERITAS.NS
Jai Corp Limited,JAICORPLTD.NS
Nivi Trading Ltd.,ZNIVITRD.NS
Ashirwad Capital Ltd.,ASHCAP.NS
Swasti Vinayaka Art And Heritage Corporation Ltd,SVARTCORP.NS
Bajaj Global Ltd,BAJGLOB.NS
Avon Mercantile Ltd.,AVONMERC.NS
Media Matrix Worldwide Ltd.,MMWL.NS
Tashi India Ltd.,TASHIND.NS
Autoriders International Ltd,AUTOINT.NS
Speedage Commercials Ltd.,ZSPEEDCO.NS
Bhagyanagar India Limited,BHAGYANGR.NS
Shantai Industries Limited,SHANTAI.NS
Chambal Breweries & Distilleries Li,CHMBBRW.NS
Mansoon Trading Co. Ltd.,ZMANSOON.NS
SG MART LIMITED,SGMART.NS
CES Limited,CESL.NS
Aravali Securities & Finance Ltd.,ARAVALIS.NS
Yash Trading & Finance Ltd.,YASTF.NS
CUPID BREWERIES AND DISTILLERIES LIMITED,CUPIDALBV.NS
Sheraton Properties & Finance Ltd.,ZSHERAPR.NS
Magnanimous Trade & Finance Ltd.,MAGANTR.NS
CRESSANDA RAILWAY SOLUTIONS LIMITED,CRSL.NS
STARTECK FINANCE LIMITED,STARTECK.NS
Shardul Securities Ltd.,SHARDUL.NS
SERA INVESTMENTS & FINANCE INDIA LIMITED,SERA.NS
Bengal Steel Industries Ltd.,BENGALS.NS
Uniworth Securities Limited,UNIWSEC.NS
Mercury Trade Links Ltd.,MERCTRD.NS
Nirav Commercials Ltd.,NIRAVCOM.NS
White Hall Commercial Co.Ltd.,WHITHAL.NS
Asutosh Enterprise Ltd.,ASUTENT.NS
Apollo Finvest (India) Ltd.,APOLLOFI.NS
Enbee Trade & Finance Ltd.,ENBETRD.NS
Ganon Products Limited,GANONPRO.NS
Devinsu Trading Ltd.,DEVITRD.NS
Shri Jagdamba Polymers Ltd,SHRJAGP.NS
Lloyds Metals and Energy Limited,LLOYDSME.NS
Punctual Trading Ltd.,PUNCTRD.NS
LLOYDS ENTERPRISES LIMITED,LLOYDSENT.NS
Betex India Ltd.,BETXIND.NS
VIRYA RESOURCES LIMITED,VIRYA.NS
Dhanlaxmi Cotex Ltd.,DHANCOT.NS
Oasis Securities Limited,OASISEC.NS
Garnet International Limited,GARNETINT.NS
Shalimar Productions Ltd.,SHALPRO.NS
Meenakshi Steel Industries Ltd.,MEENST.NS
Varun Mercantile Ltd.,VARUNME.NS
Vinayak Vanijya Ltd.,VINVANI.NS
Donear Industries Ltd,DONEAR.NS
Super Sales India Ltd.,SUPER.NS
Sequent Scientific Limited,SEQUENT.NS
State Trading Corporation of India,STCINDIA.NS
Zenith Exports Ltd.,ZENITHEXPO.NS
Kohinoor Foods Ltd,KOHINOOR.NS
Avanti Feeds ltd.,AVANTIFEED.NS
Zodiac-JRD-MKJ Ltd.,ZODJRDMKJ.NS
Sita Enterprises LTD.,SITAENT.NS
Pulsar International Limited,PULSRIN.NS
Manbro Industries Limited,MANBRO.NS
KEYNOTE FINANCIAL SERVICES LIMITED,KEYFINSERV.NS
Adani Enterprises Ltd.,ADANIENT.NS
ASTAL LABORATORIES LIMITED,ASTALLTD.NS
Bhandari Hosiery Exports Ltd.,BHANDARI.NS
RLF Ltd.,RLF.NS
Regent Enterprises Limited,REGENTRP.NS
Orbit Exports Ltd.,ORBTEXP.NS
Savera Industries Ltd.,SAVERA.NS
Chrome Silicon Limited,CHROME.NS
Jeet Machine Tools Ltd.,ZJEETMAC.NS
NAVA LIMITED,NAVA.NS
Hindusthan Udyog Ltd,ZHINUDYP.NS
Remi Edelstahl Tubulars Limited,REMIEDEL.NS
G.S. Auto International Ltd.,GSAUTO.NS
Trans-Freight Containers Ltd.,TRANSFRE.NS
Shivalik Bimetal Controls Ltd.,SBCL.NS
Gandhi Special Tubes Ltd.,GANDHITUBE.NS
Amforge Industries Ltd.,AMFORG.NS
ONIX SOLAR ENERGY LIMITED,ONIXSOLAR.NS
Oricon Enterprises Ltd.,ORICONENT.NS
Acrow (India) Ltd.,ACROW.NS
Steel Strips Infrastructures Limited,STLSTRINF.NS
Pennar Industries Ltd.,PENIND.NS
Jyoti Structures Ltd.,JYOTISTRUC.NS
Jay Ushin Ltd.,JAYUSH.NS
Steel Strips & Wheels Ltd,SSWL.NS
Man Industries (India) Ltd,MANINDS.NS
IMEC SERVICES LIMITED,IMEC.NS
Modern Steels Limited,MDRNSTL.NS
Golkonda Aluminium Extrusions Ltd,GOLKONDA.NS
Gujarat Toolroom Ltd.,GUJTLRM.NS
Ajmera Realty & Infra India Limited,AJMERA.NS
Cochin Minerals & Rutile Ltd.,COCHINM.NS
India Steel Works Ltd,ISWL.NS
KRISHANVEER FORGE LIMITED,KVFORGE.NS
Carborundum Universal Ltd.,CARBORUNIV.NS
MMTC Ltd.,MMTC.NS
Ashiana Ispat Limited,ASHIS.NS
P.M. Telelinnks Limited,PMTELELIN.NS
Smiths & Founders (India) Limited,SMFIL.NS
Bloom Industries Ltd,BLOIN.NS
Maitri Enterprises Limited,MAITRI.NS
Shah Alloys Limited,SHAHALLOYS.NS
Elango Industries Ltd,ELANGO.NS
Kanishk Steel Industries Ltd,KANSHST.NS
Mahalaxmi Seamless Ltd.,MAHALXSE.NS
Simplex Castings Ltd.,SIMPLEXCAS.NS
Shree Steel Wire Ropes Ltd.,SSWRL.NS
SIZEMASTERS TECHNOLOGY LIMITED,SIZEMASTER.NS
Southern Magnesium And Chemicals Lt,SOUTHMG.NS
Baroda Extrusion Ltd.,BAROEXT.NS
Gujarat Containers Ltd.,GUJCONT.NS
Kalyani Forge Ltd.,KALYANIFRG.NS
Panchmahal Steel Ltd.,PANCHMAHQ.NS
Aditya Ispat Ltd.,ADITYA.NS
Steelcast Ltd.,STEELCAS.NS
PITTI ENGINEERING LIMITED,PITTIENG.NS
Glittek Granites Ltd.,GLITTEKG.NS
Pradeep Metals Ltd.,PRADPME.NS
Gujarat Natural Resources Limited,GNRL.NS
Tamilnadu Steel Tubes Ltd.,TNSTLTU.NS
Mardia Samyoung Capillary Tubes Co.,MSCTC.NS
Sharda Ispat Ltd.,SHRDAIS.NS
Mahamaya Steel Industries Limited,MAHASTEEL.NS
Nova Iron & Steel Ltd.,NOVIS.NS
Sterling Powergensys Limited,STERPOW.NS
Hindustan Copper Ltd.,HINDCOPPER.NS
Tulsyan NEC Ltd,TULSYAN.NS
Axel Polymers Ltd.,AXELPOLY.NS
NLC India Limited,NLCINDIA.NS
Spectra Industries Ltd.,SPECTRA.NS
KIC Metaliks Ltd.,KAJARIR.NS
Solid Stone Company Ltd.,SOLIDSTON.NS
Shilp Gravures Ltd.,SHILGRAVQ.NS
White Organic Agro Limited,WHITEORG.NS
MFS Intercorp Limited,MFSINTRCRP.NS
Aro Granite Industries Ltd.,AROGRANITE.NS
RUDRA ECOVATION LIMITED,RUDRAECO.NS
Rajkamal Synthetics Ltd.,RAJKSYN.NS
Deepak Spinners Ltd.,DEEPAKSP.NS
Loyal Textiles Mills Ltd,LOYALTEX.NS
Himatsingka Seide Ltd.,HIMATSEIDE.NS
BSL Ltd.,BSL.NS
MARKOBENZ VENTURES LIMITED,MARKOBENZ.NS
P.B.M. Polytex Ltd.,PBMPOLY.NS
Konark Synthetics Ltd,KONARKSY.NS
Suryalata Spinning Mills Ltd.,SURYALA.NS
T T Ltd,TTL.NS
WELSPUN LIVING LIMITED,WELSPUNLIV.NS
Indian Acrylics Ltd,INDIANACRY.NS
Ganesha Ecosphere Limited,GANECOS.NS
Ceeta Industries Ltd.,CEETAIN.NS
Vardhman Polytex Ltd.,VARDMNPOLY.NS
Rishabh Special Yarns Ltd,RISHYRN.NS
Black Rose Industries Ltd,BLACKROSE.NS
S & T Corporation Limited,STCORP.NS
Sumeet Industries Ltd,SUMEETINDS.NS
Ramgopal Polytex Ltd,RAMGOPOLY.NS
Sangam (India) Ltd,SANGAMIND.NS
TTL ENTERPRISES LIMITED,TTLEL.NS
MKVENTURES CAPITAL LIMITED,MKVENTURES.NS
Kush Industries Limited,KUSHIND.NS
Sree chem Resins Ltd,SRECR.NS
Surbhi Industries Limited,SURBHIN.NS
Seasons Textiles Ltd,SEASONST.NS
Zenith Fibres Limited,ZENIFIB.NS
Bhilwara Spinners Ltd,BHILSPIN.NS
Aarvee Denims & Exports Ltd.,AARVEEDEN.NS
Sanrhea Technical Textiles Ltd.,SANTETX.NS
Ashima Ltd,ASHIMASYN.NS
Pioneer Embroideries Ltd.,PIONEEREMB.NS
Vippy Spinpro Ltd.,VIPPYSP.NS
Jaihind Synthetics Ltd.,JAIHINDS.NS
Raghuvir Synthetics Ltd.,RAGHUSYN.NS
Jattashankar Industries Limited,JATTAINDUS.NS
Kamadgiri Fashion Limited,KAMADGIRI.NS
Omnitex Industries (India) Ltd.,OMNITEX.NS
Patspin India Ltd.,PATSPINLTD.NS
ONE GLOBAL SERVICE PROVIDER LIMITED,ONEGLOBAL.NS
Neo Infracon Ltd.,NEOINFRA.NS
GENESIS IBRC INDIA LIMITED,GENESIS.NS
Winsome Yarns Ltd.,WINSOME.NS
Premier Polyfilm Ltd.,PREMIERPOL.NS
EVERLON FINANCIALS LIMITED,EVERFIN.NS
K&R RAIL ENGINEERING LIMITED,KRRAIL.NS
Yarn Syndicate Ltd.,YARNSYN.NS
Gujarat Cotex Ltd,GUJCOTEX.NS
ECO HOTELS AND RESORTS LIMITED,ECOHOTELS.NS
SARUP INDUSTRIES LIMITED,SARUPINDUS.NS
Oxford Industries ltd.,OXFORDIN.NS
Mangalam Organics Limited,MANORG.NS
Hindustan Adhesives Ltd.,HINDADH.NS
Blue Pearl Agriventures Limited,BPAGRI.NS
Sri KPR Industries Ltd,SRIKPRIND.NS
LS Industries Limited,LSIND.NS
Jyoti Resins & Adhesives Ltd,JYOTIRES.NS
Mahalaxmi Rubtech Ltd.,MHLXMIRU.NS
Southern Latex Ltd.,SOUTLAT.NS
Oswal Yarns Ltd.,OSWAYRN.NS
Winsome Textile Industries Ltd,WINSOMTX.NS
Modern Insulators Ltd.,MODINSU.NS
Regency Ceramics Ltd,REGENCERAM.NS
Asahi India Glass Ltd.,ASAHIINDIA.NS
Murudeshwar Ceramics Ltd.,MURUDCERA.NS
Saint-Gobain Sekurit India Ltd.,SEKURITIND.NS
Anant Raj Limited,ANANTRAJ.NS
Madhusudan Industries Ltd.,MADHUDIN.NS
Restile Ceramics Ltd.,RESTILE.NS
Madhav Marbles & Granites Ltd.,MADHAV.NS
Ramasigns Industries Limited,RAMASIGNS.NS
Hindusthan National Glass & Industr,HINDNATGLS.NS
Haldyn Glass Limited,HALDYNGL.NS
DUROPLY INDUSTRIES LIMITED,DUROPLY.NS
Shreyans Industries Limited.,SHREYANIND.NS
Agio Paper & Industries Limited,AGIOPAPER.NS
Star Paper Mills Ltd.,STARPAPER.NS
PAKKA LIMITED,PAKKA.NS
TAHMAR ENTERPRISES LIMITED,TAHMARENT.NS
National Plywood Industries Ltd.,NATPLY.NS
Arrow Greentech Limited,ARROWGREEN.NS
Vishnu Chemicals Limited,VISHNU.NS
Jumbo Bag ltd.,JUMBO.NS
N.R.Agarwal Industries Ltd.,NRAIL.NS
3P LAND HOLDINGS LTD.,3PLAND.NS
Sangal Papers Ltd.,SANPA.NS
Ventura Textiles Ltd.,VENTURA.NS
Shree Karthik Papers Ltd.,SHKARTP.NS
South India Paper Mills Ltd.,STHINPA.NS
FAMILY CARE HOSPITALS LIMITED,FAMILYCARE.NS
Vindhya Telelinks Ltd.,VINDHYATEL.NS
RIR POWER ELECTRONICS LIMITED,RIR.NS
Ador Welding Ltd.,ADOR.NS
International Data Managements Ltd.,IDM.NS
Salzer Electronics Ltd.,SALZERELEC.NS
Jetking Infotrain Ltd.,JETKINGQ.NS
Ind-Agiv Commerce Ltd.,INDAGIV.NS
Aplab Ltd.,APLAB.NS
PCS Technology Ltd.,PCS.NS
Usha Martin Ltd.,USHAMART.NS
SPEL Semiconductor Ltd.,SPELS.NS
Subros Ltd.,SUBROS.NS
Edvenswa Enterprises Limited,EDVENSWA.NS
Pervasive Commodities Limited,PERVASIVE.NS
Honeywell Automation India Ltd.,HONAUT.NS
Switching Technologies Gunther Ltd.,SWITCHTE.NS
Lumax Industries Ltd.,LUMAXIND.NS
DIGISPICE TECHNOLOGIES LIMITED,DIGISPICE.NS
Calcom Vision Ltd.,CALCOM.NS
Dynavision Limited,DYNAVSN.NS
BCC Fuba India Ltd.,BCCFUBA.NS
Precision Electronics Ltd.,PRECISIO.NS
Fine-line Circuits Ltd.,FINELINE.NS
HBL ENGINEERING LIMITED,HBLENGINE.NS
S & S Power Switchgears Ltd.,S&SPOWER.NS
Gujarat Poly Electronics Limited,GUJARATPOLY.NS
Gujarat Industries Power Co. Ltd,GIPCL.NS
Samvardhana Motherson International Limited,MOTHERSON.NS
Mindteck (India) Ltd,MINDTECK.NS
